Oil Climate Index Consolidated Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,10/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Climate Index Webtool - Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer to oci.carnegiendowment.org/methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtitle/Reference,Subtitle/Reference,Data Field Names,Units,Notes/Sources,List of oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cases Start Here ----->,d,d,d,d,d,d,d,d,d,,
,,Region,,,Middle East & N. Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Asia-Pacific,Russia & Eurasia,S. America & Carribean,S. America & Carribean,North America,Asia-Pacific,Asia-Pacific,Asia-Pacific,S. America & Carribean,S. America & Carribean,S. America & Carribean,Asia-Pacific,Asia-Pacific,Asia-Pacific,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Europe,Europe,Europe,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,S. America & Carribean,S. America & Carribean,North America,North America,North America,North America,Europe,North America,Russia & Eurasia,Europe,S. America & Carribean,,
,,Oil Field Name,,,Hassi R'Mel,Girassol,Kuito,Takula,Cossack,Azeri,Frade,Lula,Hibernia,Bozhong,Huizhou 21-1,Qinhuangdao 32-6,Cano Limon,Cusiana,Sacha,Bombay High,Duri,Minas,Ardeshir,Marun,Kirkuk,Rumaila,West Qurna -2,Zubair,Tengiz,Burgan,Ratawi,Waha,Chuc,Agbami,Bonga,Bonny,Escravos Beach,Obagi,Pennington,Ekofisk,Oseberg,Skarv,Bul Hanine,Dukhan,Romashkinskoye,Samotlor,Ghawar,Safaniya,Zuluf,Fateh,Murban,ANS,Bakken - Flaring,Bakken - No flaring,Eagle Ford - Black oil,Eagle Ford - Volatile oil,Eagle Ford - Condensate,East Texas Field,Lake Washington Field,Mars,Midway-Sunset,Salt Creek,South Belridge,Spraberry field,Thunder Horse,WC,Wilmington-Duffy,Yates,Hamaca,Tia Juana ,Canada,Canada,Canada,Canada,Dansk Blend,Cantarell,Chayvo,Forties Blend,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Lake,Christina Lake,Athabasca DC,Athabasca FC-HC,Please check OPGEE workbook DANSK BLEND Special Case for Calculations,Please check OPGEE workbook CANTARELL Special Case for Calculations,Please check OPGEE workbook CHAYVO Special Case for Calculations,Please check OPGEE workbook Forties Special Case for Calculations,Please check OPGEE workbook Merey Special Case for Calculations,,
,1.1   Production methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Notes: Enter ""1"" where applicable and ""0"" where not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.1.1   Downhole pump,NA,,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,,,,0,0,1,0.6,1,,
,,1.1.2   Water reinjection ,NA,,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,,,,,0.832422001,1,0,1,1,,
,,1.1.3   Gas reinjection,NA,,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,0.167577999,0,1,0,0,,
,,1.1.4   Water flooding,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,,,,,0,0,0,0,0,,
,,1.1.5   Gas lifting,NA,,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0.4,0,,
,,1.1.6   Gas flooding,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,,
,,1.1.7   Steam flooding,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,,,,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2    Field properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.2.1   Field location (Country),NA,,Algeria,Angola,Angola,Angola,Australia,Azerbaijan,Brazil,Brazil,Canada,China,China,China,Colombia,Colombia,Ecuador,India,Indonesia,Indonesia,Iran,Iran,Iraq,Iraq,Iraq,Iraq,Kazakhstan,Kuwait,Kuwait,Libya,Mexico,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Norway,Norway,Norway,Qatar,Qatar,Russia,Russia,Saudi Arabia,Saudi Arabia,Saudi Arabia,UAE,UAE,US Alaska,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,US Continental,Venezuela,Venezuela,,,,,Denmark,Mexico,Russia,US,Venezuela,,
,,1.2.2   Field name,NA,,Hassi R'Mel,Girassol,Kuito,Takula,Cossack,Azeri,Frade,Lula,Hibernia,Bozhong,Huizhou 21-1,Qinhuangdao 32-6,Cano Limon,Cusiana,Sacha,Bombay High,Duri,Minas,Aboozar,Marun,Kirkuk,Rumaila,West Qurna -2,Zubair,Tengiz,Burgan,Ratawi,Waha,Chuc,Agbami,Bonga,Bonny,Escravos Beach,Obagi,Pennington,Ekofisk,Oseberg,Skarv,Bul Hanine,Dukhan,Romashkinskoye,Samotlor,Ghawar,Safaniya,Zuluf,Fateh,Murban,ANS,Bakken - Flaring,Bakken - No flaring,Eagle Ford - Black oil,Eagle Ford - Volatile oil,Eagle Ford - Condensate,East Texas Field,Lake Washington Field,Mars,Midway-Sunset,Salt Creek,South Belridge,Spraberry,Thunder Horse,WC,Wilmington-Duffy,Yates,Hamaca,Tia Juana ,,,,,Dansk Blend,Cantarell,Chayvo,Forties Average,Orinoco 60% / Santa Barbaros 40%,,
,,1.2.3   Field age,yr.,,48,12,15,35,27,17,4,3,15,23,25,16,32,24,49,41,55,58,46,51,83,45,2,60,22,69,57,56,33,5,9,40,45,47,35,42,28,2,45,77,69,48,63,64,42,49,54,45,5,5,6,6,6,87,82,17,120,120,103,68,5,13,82,91,13,72,39,15,48,37,39.82148601,35,8,38,87.8,,
,,1.2.4   Field depth,ft,,7309,3937,7240,188,9719,9075,6730,19737,10065,10500,7240,65,7600,15000,9700,4624,600,2000,2800,9501,2600,9022,7223.76,11000,11843,4800,6500,6000,13100,13000,8200,11500,8175,2050,11000,10000,8200,11500,7650,3000,5294,6561,6920,5100,5800,8300,8000,7700,10533,10533,9978,9978,9978,3500,11000,16000,2698,2883,779,8400,16000,6500,2824,7240,2200,2250,120,2460,,,6600,8100,36000,7311,7708,,
,,1.2.5   Oil production volume,bbl/d,,180000,175000,50000,105000,60000,655700,16912,100000,135483,90000,12403,36000,76533,220000,390000,270000,165057,70000,140000,520000,250000,1060000,400000,125130,528767,1400000,90000,345000,69000,233000,97260,2234,3540,9910,266,102000,57122,51000,45000,335000,300000,750000,5000000,1500000,450000,140000,360000,507770,646704,277158,462000,382000,82000,97424,259683,60000,78918,12329,64245,340114.0645,30098,26494,36344.51781,20548,190000,100000,154100,27000,144271,274421,53491.83562,750000,250000,46410,390000,,
,,1.2.6   Number of producing wells,[-],,160,24,19,69,12,77,12,6,740,88,10,99,49,90,300,580,2500,1400,90,370,150,200,67,30,70,1000,140,1885,19,22,13,33,19,56,1,80,30,12,246,300,1639,13400,3400,500,270,240,1967,1515,3656,2141,3695,2855,1237,30340,1419,21,10460,679,5135,22538,4,758,1315,360,190,1800,,,,,79.46992602,210,26,80,465.2,,
,,1.2.7   Number of water injecting wells,[-],,133,20,9,21,0,30,7,1,394,36,4,53,41,75,250,190,1000,356,75,308,7,167,56,14,8,50,32,1003,16,11,8,0,11,12,1,20,10,4,131,182,872,4500,2826,416,225,140,1047,853,0,0,0,0,0,4339,755,3,110,173,1090,5725,2,193,715,57,0,458,,,,,57.13477002,9,0,11,268.6,,
,,1.2.8   Well diameter,in,,2.775,8,6,2.775,5,3.775,2.775,3.525,2.775,3.5,2.775,2.775,2.775,2.775,2.775,2.775,4.5,7,2.775,3.275,2.775,3.275,2.775,3.025,2.775,3.5,6.25,2.775,3.525,4.5,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,4.275,2.775,2.775,2.775,4.5,3.025,4.5,2.775,2.775,2.75,2.75,2.775,2.775,2.775,2.775,2.775,2.775,2.775,4.5,2.775,2.775,7,4.5,2.775,2.775,5.5,2.775,,,,,2.775,9.625,5.5,4.5,4.695,,
,,1.2.9   Productivity index,bbl/psi-d,,3,90.9,4,6,50,11,3,3,3,3,4,229,127,3,3,4.8,3,3,20,4,10000,7,22.58,3,6,90,3,3,5,3,6,3,3,3,3,3,3,3,3,47,3,3,3,3,189,3,3,3,3,3,3,3,3,3,3,30,3,3,3,3,3,3,3,3,10,3,,,,,3,150,6,3,34.2,,
,,1.2.10   Reservoir pressure,psi,,5874,3655,1557,1300,4000,1951,2900,8000,2164,1450,1557,14,3213,6000,2085.5,2200,100,350,602,4000,1100,1939.73,3965,3800,9000,1875,2000,1290,3925,7000,1763,2400,1757.625,2610,2365,5150,1763,2472.5,1644.75,645,1375,1410.615,2820,2500,2618,2500,1720,3200,2000,2000,3300,3300,3300,1375,2365,5800,580.07,1146,167.485,1806,15000,1300,1557,1556.6,950,1750,,,,,1419,1470,2600,2900,3452,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3   Fluid properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3.1   API gravity,deg. API,,66.64,32,21,32,47.3,35,19,28,34.6,17.5,43.6,16.9,29,44,24.1,39.4,19,34,26,34,36,30,21.6,30.2,46.4,30.8,24.2,36.71,33,47,30,35.3,35.8,35.3,33.7,38.4,30,38.5,35,40,31.78,35,34,27,32,31.8,40,28.3,41.9,41.9,46.2,46.2,58,38.9,35.6,28.8,22.6,36.8,15,37.5,34.5,36.8,19.5,30,8.6,12.1,,,,,30,22,36.4,35,16.82,,
,,1.3.2   Gas composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,N2,mol%,,2,2.03,2,2,2.1,2,2.33,2.2,2,1,2.32,2,2,2,2,0.293291262,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.01348416,2,2,2.019507687,2,0.262051621,2,2,2,2,2,2,2,2,2,2.332788257,2,2.034522201,3.67,3.67,0.297,0.297,0.297,2,2,2,2,0.834326834,2,2,2,0.8,2,2,0.1,2,,,,,2,2.37,2,2.06223258,2,,
,,CO2,mol%,,6,5.57,6,6,4.31,6,1.3,2.76,6,5.4,1.02,6,6,6,6,0.241599417,6,6,6,6,6,6,6,6,4,6,6,6,6,6,5.782327494,6,6,5.639472909,6,2.542888981,6,6,6,6,6,6,6,6,6,0.886363636,6,6.102898562,0.7,0.7,1.99,1.99,1.99,6,6,6,6,1.441022499,6,6,6,2,6,6,5.9,6,,,,,6,0.71,6,5.409885932,6,,
,,C1,mol%,,84,84.95,84,84,87.76,84,94.56,91.26,84,75,95.25,84,84,84,84,97.48971736,84,84,84,84,84,84,84,84,60,84,84,84,84,84,84.47825853,84,84,84.79606786,84,78.74024283,84,84,84,84,84,84,84,84,84,95.54379615,84,85.38229127,49.24,49.24,66.62,66.62,66.62,84,84,84,84,81.47421693,84,84,84,55,84,84,91.9,84,,,,,84,95.94,84,85.27875217,84,,
,,C2,mol%,,4,3.74,4,4,2.96,4,0.94,1.95,4,12.1,0.74,4,4,4,4,0.974966208,4,4,4,4,4,4,4,4,10,4,4,4,4,4,3.871044818,4,4,3.785302936,4,9.812550437,4,4,4,4,4,4,4,4,4,0.646142864,4,3.153962976,21.03,21.03,16.23,16.23,16.23,4,4,4,4,8.993592228,4,4,4,15,4,4,0.86,4,,,,,4,0.52,4,3.642538696,4,,
,,C3,mol%,,2,1.86,2,2,1.44,2,0.43,0.92,2,2.9,0.34,2,2,2,2,0.566000513,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1.927442498,2,2,1.879824303,2,4.303168872,2,2,2,2,2,2,2,2,2,0.295454545,2,1.539375929,15.09,15.09,8.52,8.52,8.52,2,2,2,2,4.130931165,2,2,2,15,2,2,0.39,2,,,,,2,0.24,2,1.803295311,2,,
,,C4+,mol%,,1,0.93,1,1,0.72,1,0.22,0.46,1,3.6,0.17,1,1,1,1,0.434425243,1,1,1,1,1,1,1,1,6,1,1,1,1,1,0.963721249,1,1,0.939912151,1,3.339097262,1,1,1,1,1,1,1,1,1,0.147727273,1,0.769687964,10.265,10.265,6.343,6.343,6.343,1,1,1,1,3.125910345,1,1,1,12.2,1,1,0.85,1,,,,,1,0.12,1,0.901647655,1,,
,,H2S,mol%,,1,0.93,1,1,0.72,1,0.22,0.46,1,0,0.17,1,1,1,1,0,1,1,1,1,1,1,1,1,15,1,1,1,1,1,0.963721249,1,1,0.939912151,1,1,1,1,1,1,1,1,1,1,1,0.147727273,1,1.017261101,0.005,0.005,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,,,,,1,0.12,1,0.901647655,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4   Production practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Notes: Enter ""NA"" where not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.4.1   Gas-to-oil ratio (GOR),scf/bbl oil,,30503,629.68,200,1297,2785.88,1299,1704,3053,333,7276,3715.1821,58.4,90.73168598,1700,908,11434.67162,64.07073425,1297,908,1297,1297,625,750,1136.585192,351,500,908,3752.778,1297,1733,933.88,20848.68,1311,20908.72,1241,1150,4609,5463,1297,2363.239,29.645,481.78,570,225,1297,3520,1297,21536,1273,1273,906,2496,8571,325,1297,2000,168,186.7424,382,1660.2,885,5907,292.4286446,500,111,145,260,,0,0,4203.815039,2125,4000,269.04,4133.6,,
,,1.4.2   Water-to-oil ratio (WOR),bbl water/bbl oil,,7.9,0.5,1.22,4,0.18,1.44,1.3,0.1,1.22,1,3.63,7.77,1.52,2.34,0.58,5.76,3,12.06,0.11,8.99,1,1.5,0.05,1.5,0.06,0.3,3.2,11.1,3.89,0.3,0.21,0.7,1.08,3.9,4.31,0.3,0.9,0.13,6.91,25.57,3,9,0.43,0.43,6.03,1,0.1,3.96,0.77,0.77,0.9,0.9,0.9,37.4,30.95,0.2,8.01,37.08,13.2,0.25,0.36,8,37.11,1.28,0.1,21.08,3.4,,2.5,2.5,1.388071724,0.25,0.57,8.7,0.32,,
,,1.4.3   Water injection ratio,bbl water/bbl oil,,8.9,1.5,1.35,4.67,0,2.44,1.3,0.5,2.22,1,1.67,8.77,2.52,3.34,1.58,6.76,4,13.06,1.11,9.99,2,2.5,1,2.5,0,1.3,4.2,12.1,4.89,1.3,1.72,1.7,2.08,3.9,5.31,1.3,0.9,1.13,7.91,26.57,4,10,1.4,1.43,7.03,1,1.1,5.9,0,0,0,0,0,38.4,31.95,1.5,2.37,13.7,10.89,0,1.4,6.15,39.98,2.28,1.1,22.08,,,,,2.091663078,1.25,0,6,1.32,,
,,1.4.4   Gas lifting injection ratio,scf/bbl liquid,,1500,30.26,1500,1500,666,1500,580,1500,1500,1500,666.67,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,1500,28,1500,1500,256.4,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,1500,1500,1500,1000,0,0,0,0,0,1500,1500,1500,0,0,1500,1500,1500,0,1500,1500,1500,1500,,,,,1500,1500,1500,3.2,1500,,
,,1.4.5   Gas flooding injection ratio,scf/bbl oil,,45754.5,876.435,300,1945.5,3000,1948.5,555,2104.5,499.5,10914,942.75,72.6,12,2550,1362,1945.5,37.5,1945.5,1362,1945.5,1945.5,937.5,1125,1162.5,526.5,750,1362,5629.167,0,2599.5,1350,31273.02,1966.5,29478.54,1861.5,1725,6913.5,8194.5,1945.5,3544.8585,44.4675,722.67,855,0,1945.5,780,1945.5,30972,0,0,0,0,0,487.5,1945.5,3000,0,0,573,2490.3,1327.5,0,438.6429669,750,166.5,217.5,3,,0,0,6305.722559,1000,6000,357,6200.4,,
,,1.4.6   Steam-to-oil ratio (SOR),bbl steam/bbl oil,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.21,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,0,0,0,0,3,3,3,5.79,0,2.81,3,3,0,3,3,3,0.19,,,,,3,3,3,3,0.47,,
,,1.4.7   Fraction of required electricity generated onsite,[-],,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,0,0,1,1,0,,
,,1.4.8   Fraction of remaining gas reinjected,[-],,0,0,0,0,0,0,0,0.23,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.9,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,,,,,0,1,0.3,0,0,,
,,1.4.9   Fraction of water produced water reinjected,[-],,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0.3,0.37,0.83,1,1,0.76,1,1,1,1,,,,,1,1,1,0.69,1,,
,,1.4.10   Fraction of steam generation via cogeneration ,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.14,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5   Processing practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.5.1   Heater/treater,NA,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,0,0,0,0,0.6,,
,,1.5.2   Stabilizer column,NA,,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,1,1,1,0,0.4,,
,,1.5.3   Application of AGR unit,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,
,,1.5.4   Application of gas dehydration unit,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,
,,1.5.5   Application of demethanizer unit,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,
,,1.5.6   Flaring-to-oil ratio,scf/bbl oil,,357,32,58,68,10,10,10,127,10,112,234,41,71,10,210.7385806,163.4582666,44.07073425,111.6525036,211.4965823,205.3766878,378.6404078,368.5897803,300.1697899,1116.585192,29.04467023,15.85466472,213.214069,28.24989038,10,37.4665111,10,761.6632827,1273,991.7385859,660.7790538,18.49682111,31.00367444,90.08109974,151.6507462,67.8209752,10,12.0144372,14.47008706,10,10.29010515,48.3302287,41.22377563,20.69652442,521.6374762,10,95.04739543,95.04739543,1690.551148,10,10,10,10,10,10,77.88634522,53.11567233,10,10,10,10,10,,,,,158.7093391,30,47,102.8330831,34,,
,,1.5.7   Venting-to-oil ratio,scf/bbl oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,1.5.8   Volume fraction of diluent,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6   Land use impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6.1   Crude ecosystem carbon richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6.1.1   Low carbon richness (semi-arid grasslands),NA,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,,,,,1,1,1,1,0,,
,,1.6.1.2   Moderate carbon richness (mixed),NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,,,,,0,0,0,0,0,,
,,1.6.1.3   High carbon richness (forested),NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,1,,
,,1.6.2   Field development intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,1.6.2.1   Low intensity development and low oxidation,NA,,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,1,1,1,1,0,,
,,1.6.2.2   Moderate intensity development and moderate oxidation,NA,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,,,,,0,0,0,0,1,,
,,1.6.2.3   High intensity development and high oxidation,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
