,,,FCC Cat. Regeneration,,,0.00,2.27,0.00,0.00,6.21,0.00,6.36,0.00,6.18,3.01,2.91,2.26,2.75,4.80,2.30,2.71,4.98,0.00,2.02,6.52,2.31,2.26,5.34,2.53,2.29,0.00,3.75,7.27,0.00,3.90
,,,Excess of RFG,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Total refinery processes ,,,15.35,26.42,14.45,22.60,68.76,17.90,90.53,15.01,87.52,29.63,21.18,26.08,27.92,48.34,30.24,34.42,84.90,22.60,22.70,101.52,31.88,24.86,93.40,31.61,36.33,18.30,66.85,96.51,15.51,48.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Per energy content of refinery product,,,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product
,,,Blended Gasoline,,,8.86,8.95,9.80,11.10,15.71,9.42,19.34,7.55,18.25,10.45,6.59,9.70,11.90,11.76,10.56,11.17,17.48,11.10,10.64,20.41,10.40,9.02,18.97,10.25,10.87,9.57,15.04,18.08,9.51,13.77
,,,Jet-A/AVTUR,,,2.75,2.40,2.78,4.09,2.59,2.66,2.52,2.67,2.56,2.45,2.29,2.37,2.36,2.62,2.36,2.28,6.98,4.09,2.72,8.82,2.51,2.35,7.26,2.83,2.55,2.61,6.99,7.39,2.76,2.96
,,,ULSD,,,2.59,7.35,2.63,3.91,14.42,2.51,20.49,2.51,19.36,7.86,4.62,7.17,10.51,11.17,8.53,9.02,20.65,3.91,10.25,21.02,5.44,5.85,20.18,9.09,6.96,2.44,17.95,17.66,2.59,9.43
,,,Fuel Oil,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Coke,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Bunker C,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Sulfur (emissions per kg of sulfur),,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,RFG,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Surplus NCR H2 ,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Refinery Processes ,,,2.80,4.67,2.57,3.90,11.08,3.23,14.50,2.73,13.91,5.14,3.68,4.64,4.57,8.40,5.29,5.98,13.98,3.90,3.84,15.70,5.72,4.43,14.97,5.60,6.55,3.24,11.64,15.63,2.74,8.37
,,,Allocation to gasoline,,,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product,g CO2eq/MJ product
,,,Feedstock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crude,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Process Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electricity,,,1.40,1.24,1.93,1.66,1.60,1.89,2.15,1.13,2.09,1.31,1.01,1.31,1.50,1.44,1.45,1.37,1.96,1.66,1.50,2.09,1.83,1.37,1.86,1.33,1.52,1.79,1.97,2.02,1.81,1.82
,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RFG,,,4.17,3.05,3.78,3.09,4.65,4.41,5.45,3.59,5.36,2.51,2.24,2.78,2.54,2.47,3.28,3.03,5.40,3.09,2.86,5.28,3.80,3.31,5.16,2.91,3.22,4.09,5.58,2.35,3.22,2.50
,,,Natural Gas,,,2.33,1.70,3.11,3.13,0.00,2.19,0.00,2.05,0.00,1.72,1.65,1.56,1.84,1.58,2.13,2.08,0.00,3.13,2.24,0.00,1.63,1.44,0.00,2.13,1.83,2.27,0.21,2.91,3.51,2.49
,,,Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RFG,,,0.00,0.00,0.00,0.00,0.81,0.00,1.02,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.99,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Natural Gas,,,0.93,0.75,0.95,0.79,0.00,0.90,0.00,0.75,0.07,0.89,0.63,0.87,0.94,0.81,0.82,0.66,0.58,0.79,0.79,0.00,0.86,0.86,0.00,0.62,0.69,0.85,0.35,0.48,0.83,0.82
,,,Electricity,,,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02
,,,Hydrogen via SMR,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,,,Steam RFG,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Steam Natural Gas,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Steam Electricity,,,0.00,0.04,0.00,0.07,0.19,0.00,0.26,0.00,0.23,0.08,0.00,0.07,0.10,0.11,0.05,0.08,0.23,0.07,0.05,0.29,0.04,0.03,0.28,0.06,0.08,0.02,0.17,0.23,0.00,0.13
,,,"RFG, heat SMR",,,0.00,0.00,0.00,0.00,0.58,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,"Natural Gas, Heat SMR",,,0.00,0.67,0.00,1.24,2.79,0.00,3.86,0.00,4.18,1.34,0.00,1.16,1.75,2.04,0.94,1.52,4.05,1.24,0.98,4.91,0.78,0.60,4.95,1.15,1.49,0.28,2.96,4.03,0.06,2.35
,,,"RFG, Feed SMR",,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,"Natural Gas, Feed SMR",,,0.00,0.59,0.00,1.09,3.06,0.00,4.07,0.00,3.68,1.18,0.00,1.02,1.55,1.80,0.83,1.34,3.57,1.09,0.86,4.64,0.68,0.53,4.40,1.02,1.31,0.25,2.61,3.56,0.06,2.07
,,,Hydrogen via CNR,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,FCC Cat. Regeneration,,,0.00,0.90,0.00,0.00,2.00,0.00,1.85,0.00,1.80,1.38,1.05,0.90,1.66,1.47,1.03,1.08,1.41,0.00,1.35,1.88,0.77,0.86,1.39,1.01,0.70,0.00,1.18,2.48,0.00,1.57
,,,Excess of RFG,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Total refinery processes ,,,8.86,8.95,9.80,11.10,15.71,9.42,19.34,7.55,18.25,10.45,6.59,9.70,11.90,11.76,10.56,11.17,17.48,11.10,10.64,20.41,10.40,9.02,18.97,10.25,10.87,9.57,15.04,18.08,9.51,13.77
,,FINAL RESULT - SLIDER IN ROW 959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Refinery Configuration Slider,"0 = Default, 1 = Hydroskimming, 2 = Medium Conversion, 3 = Deep Conversion (Coking), 4 = Deep Conversion (Hydrotreating)",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,,Dilbit Conversion Factor,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
,,,Refinery Type,,,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC ,Hydroskimming Configuration,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC 
,,,Product slate,,,"bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil",bbl product per day,"bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gasoline,,,22111.4,38111.5,18271.1,24220.8,45650.5,28896.6,49245.3,29070.9,49133.2,32254.9,43513.0,37469.5,23475.6,49070.1,32833.4,36495.3,52609.8,24220.8,21008.1,50417.1,41255.7,39212.8,57639.4,37707.0,48632.0,27495.1,48134.4,42476.4,18301.2,36250.1
,,,Jet Fuel,,,24342.8,17134.1,23964.3,28125.9,8237.9,20494.6,5749.4,20546.5,9217.2,18402.4,21064.7,18911.0,10217.8,18471.3,16220.8,19261.9,17142.0,28125.9,14410.9,9669.5,26425.6,18031.4,10513.0,16023.4,16374.0,23945.8,11387.2,6835.4,25477.4,27891.4
,,,Diesel,,,7628.3,18500.2,11220.4,13413.8,39161.5,8015.6,35034.1,9047.2,36187.2,23944.8,20631.7,14471.1,19588.5,28823.2,22882.4,22203.8,28738.9,13413.8,14737.8,37881.5,16038.1,15516.7,31836.5,20341.9,20576.2,11179.5,27623.4,54322.8,20757.9,36299.0
,,,Fuel Oil,,,11006.1,0.0,11607.2,11182.5,0.0,8454.5,0.0,8444.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6570.6,0.0,0.0,18874.1,0.0
,,,Petroleum Coke,,,0.0,0.0,0.0,0.0,10676.5,0.0,10437.8,0.0,7905.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5530.3,0.0,0.0,7984.8,0.0,0.0,6433.5,0.0,0.0,0.0,13825.3,773.0,0.0,0.0
,,,Bunker Fuel,,,27193.8,28826.2,33456.2,28238.1,4239.8,31760.4,4246.6,31305.9,4120.0,29256.3,21426.8,31627.1,46953.9,10920.6,30037.7,22542.3,3405.6,28238.1,47173.7,4413.4,11430.2,28177.8,3667.7,27754.8,15597.3,30730.1,2587.9,4921.8,17328.4,5292.2
,,,Surplus Refinery Fuel Gas (RFG),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product slate,,,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d
,,,Blended Gasoline,,,112608208.3,189312845.0,92499178.6,120303050.2,230399122.5,145798599.3,248502920.2,142746338.5,247770971.1,161745443.0,210401672.0,185605010.3,118146380.2,245309733.8,167084694.4,183283159.4,261746956.9,120303050.2,106744713.5,254724732.8,210885180.3,196572122.3,286007478.5,187074523.1,240212085.0,138230371.6,237397840.2,215031471.7,91893288.7,183062134.2
,,,Jet-A/AVTUR,,,129813125.1,91371291.9,127794742.1,149987387.5,43930452.4,109292076.6,30660085.9,109568672.6,49152763.5,98134659.3,112332241.9,100847065.3,54488872.3,98501981.4,86501028.1,102718461.7,91413581.4,149987387.5,76849132.6,51564782.6,140920185.3,96156397.8,56062858.9,85448430.7,87318123.2,127696148.3,60724678.5,36451040.5,135864036.1,148736727.6
,,,ULSD,,,42636924.3,103392454.8,62714036.5,74973921.4,219115854.9,44801538.3,195003430.9,50567405.4,202135860.0,133387937.6,115151834.2,80461456.2,109696337.8,160471259.1,128048017.0,124393447.2,160153675.5,74973921.4,82517849.3,211164532.9,89153179.2,86274726.9,177337887.5,113896166.9,114898451.7,62485696.5,155213920.6,307889343.7,116021909.9,203495853.6
,,,Fuel Oil,,,61398241.4,0.0,65435812.3,64682281.9,0.0,48099398.8,0.0,48161380.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64682281.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37770923.9,0.0,0.0,109564206.3,0.0
,,,Coke,,,0.0,0.0,0.0,0.0,57144785.0,0.0,55867098.8,0.0,42313217.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29600150.1,0.0,0.0,42737775.7,0.0,0.0,34434424.4,0.0,0.0,0.0,73998285.1,4137445.2,0.0,0.0
,,,Bunker C,,,159855443.2,173126997.6,193879894.2,152864417.9,26277640.3,185002008.3,26319935.0,184395840.8,25535480.0,173497870.8,136419678.5,183620334.6,295688504.8,65314886.2,180986641.9,143134752.4,21107536.8,152864417.9,295548889.5,27353755.1,68967483.0,170583823.6,22731831.9,168647718.7,93337272.3,177610499.6,16039677.5,30504912.2,102880662.2,32552703.1
,,,Surplus RFG,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Surplus NCR H2,,,4803838.7,0.0,1980276.0,0.0,0.0,2327949.1,0.0,515925.7,0.0,0.0,5037230.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gasoline S wt%,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Gasoline H2 wt%,,,13.1,14.1,13.3,13.6,14.9,13.3,15.0,13.9,14.8,14.2,14.8,14.3,14.2,14.4,13.7,14.0,14.9,13.6,13.9,14.9,13.6,14.0,14.9,14.2,14.2,13.4,15.4,14.4,13.4,14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product slate (mass flow rates),,,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d
,,,Blended Gasoline,,,2591760.5,4357173.9,2128936.4,2768862.9,5302804.7,3355661.7,5719476.9,3285411.6,5702630.6,3722690.0,4842548.7,4271835.4,2719225.6,5645983.4,3845576.7,4218396.3,6024298.1,2768862.9,2456807.8,5862676.5,4853677.0,4524251.5,6582671.8,4305657.3,5528657.3,3181473.3,5463885.3,4949107.0,2114991.4,4213309.2
,,,Jet-A/AVTUR,,,3127114.4,2201075.5,3078492.9,3613099.4,1058256.3,2632775.6,738581.7,2639438.6,1184058.4,2364000.6,2706011.2,2429340.7,1312601.8,2372849.2,2083754.0,2474421.5,2202094.2,3613099.4,1851246.0,1242162.3,3394676.3,2316345.6,1350518.1,2058397.6,2103437.3,3076117.8,1462818.3,878082.0,3272877.0,3582971.8
,,,ULSD,,,1000564.1,2426319.0,1471715.3,1759419.0,5142009.3,1051361.3,4576161.1,1186669.4,4743538.4,3130225.4,2702277.3,1888195.4,2574252.7,3765791.9,3004913.1,2919151.0,3758339.1,1759419.0,1936453.0,4955415.0,2092164.8,2024615.9,4161602.4,2672810.5,2696331.2,1466356.8,3642417.5,7225263.9,2722695.4,4775453.5
,,,Fuel Oil,,,1503633.6,0.0,1609475.4,1609417.5,0.0,1187730.0,0.0,1190592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937071.9,0.0,0.0,2730888.6,0.0
,,,Coke,,,0.0,0.0,0.0,0.0,1936762.7,0.0,1893459.1,0.0,1434088.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003214.3,0.0,0.0,1448477.4,0.0,0.0,1167058.6,0.0,0.0,0.0,2507965.0,140227.1,0.0,0.0
,,,Bunker C,,,4009689.5,4394875.6,4828426.2,3701424.3,680809.9,4618950.0,681905.7,4630080.0,661581.8,4373335.9,3612264.3,4578408.6,7755214.4,1655339.7,4603127.7,3780762.9,546861.2,3701424.3,7719617.2,708690.3,1755769.4,4350953.9,588943.9,4311515.2,2364709.3,4417624.7,415561.4,790331.5,2594344.1,838993.1
,,,Sulphur,,,804.8,42440.2,2636.6,4282.1,29562.9,4664.2,23282.6,3645.2,79786.5,18920.8,36589.2,20851.4,30340.6,27345.2,85782.5,142077.0,117943.0,4282.1,130863.7,16407.9,51216.2,36209.0,-1.2,152172.0,50040.9,6585.4,390313.9,380926.4,4363.8,15259.4
,,,Surplus RFG,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Surplus NCR H2,,,37808.5,0.0,15585.7,0.0,0.0,18322.1,0.0,4060.6,0.0,0.0,39645.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Energy use and greenhouse gas emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Refinery CO2 emissions: using hydrogen from naphtha catalytic reforming and RFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, Functional unit ,,,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint
,,,Per bbl of crude,,,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude
,,,Feedstock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crude,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Process Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electricity,,,2.5,4.0,2.7,3.5,7.8,3.5,11.0,2.4,11.0,4.2,3.9,3.8,4.0,6.5,4.9,4.8,10.6,3.5,3.7,11.5,5.8,4.0,10.5,4.5,5.4,3.4,9.6,12.3,2.8,6.5
,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Heat RFG,,,7.1,8.4,5.6,6.5,19.0,8.4,23.9,7.0,23.7,7.0,7.2,7.6,5.5,9.8,8.7,8.9,24.3,6.5,5.5,24.6,11.8,8.9,24.2,8.3,10.6,7.9,21.6,11.1,5.3,8.6
,,,Heat Natural Gas,,,4.0,4.7,4.6,6.6,0.0,4.2,0.0,4.0,0.0,4.8,5.3,4.3,4.0,6.3,5.6,6.1,0.0,6.6,4.3,0.0,5.0,3.9,0.0,6.1,6.1,4.4,0.8,13.7,5.8,8.6
,,,Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Steam RFG,,,0.0,0.0,0.0,0.0,3.9,0.0,5.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,5.4,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Steam Natural Gas,,,1.6,2.2,1.5,1.6,0.0,1.7,0.0,1.5,0.4,2.6,2.2,2.3,2.3,3.3,2.1,1.8,3.1,1.6,1.4,0.0,2.6,2.3,0.0,1.7,2.4,1.7,1.9,3.1,1.4,3.0
,,,Steam Electricity,,,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
,,,Hydrogen via SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydrogen Steam RFG,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Hydrogen Steam Natural Gas,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Hydrogen Steam Electricity,,,0.0,0.1,0.0,0.1,0.9,0.0,1.3,0.0,1.2,0.2,0.0,0.2,0.3,0.5,0.2,0.3,1.2,0.1,0.2,1.5,0.1,0.1,1.4,0.2,0.3,0.0,0.8,1.4,0.0,0.5
,,,"Hydrogen RFG, heat SMR",,,0.0,0.0,0.0,0.0,2.8,0.0,3.2,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
